Kenteken,"As nummer","Aantal assen","Aangedreven as",Hefas,"Plaatscode as",Spoorbreedte,"Weggedrag code","Wettelijk toegestane maximum aslast","Technisch toegestane maximum aslast"
SZ633T,1,2,,,V,160,,1080,1080
V810PT,1,2,,,V,151,,1200,1200
V891PG,2,2,,,A,163,,1400,1400
TB608F,1,2,,,V,158,,945,945
SF163D,1,2,,,V,156,,1040,
SZ815N,2,2,,,A,158,,1050,1050
TB675B,1,2,,,V,150,,795,795
18WSSV,2,2,,N,A,,,1350,1350
SX879G,2,2,,,A,148,,750,750
TD982D,2,2,,,A,151,,852,852
91WRZT,2,2,,N,A,,,1500,1500
SF923G,1,2,,,V,153,,880,880
RV009T,1,2,,,V,147,,870,
TB016L,2,2,,,A,154,,990,990
TB001Z,2,2,,,A,160,,1294,1294
PN511P,1,2,,,V,155,,1090,
SZ266S,2,2,,,A,148,,800,800
RT493F,1,2,,,V,155,,1010,1010
TD025B,2,2,,,A,148,,750,750
SF835H,2,2,,,A,140,,720,720
SZ364G,1,2,,,V,157,,1110,1110
SZ802D,2,2,,,A,148,,800,800
TD298K,1,2,,,V,144,,850,
DZ5825,1,2,,,V,141,,,
V184NR,1,2,,N,V,175,,1850,1850
SX737T,1,2,,,V,156,,960,960
39WSSL,1,1,,N,A,,,3000,3000
SV648L,2,2,,,A,198,,2000,
RS208B,1,2,,,V,150,,860,
TB908Z,2,2,,,A,160,,1180,1180
TB656D,2,2,,,A,157,,1050,1050
TD550G,1,2,,,V,154,,890,
TB688N,2,2,,,A,159,,1235,1235
SX615D,1,2,,,V,152,,945,
SZ448T,1,2,,,V,150,,785,785
TB028K,1,2,,,V,153,,920,920
V525PX,1,2,,N,V,159,,1450,1450
SX860S,2,2,,,A,154,,1180,
75WSSP,1,1,,N,A,,,1300,1300
SX730J,1,2,,,V,154,,1040,1040
TD070B,2,2,,,A,149,,875,875
TB548N,1,2,,,V,158,,1040,1040
51BKX4,1,2,N,N,V,,,8000,8000
TD829G,1,2,,,V,174,,1850,
OR66KG,1,3,,N,A,,,9000,9000
98WPRD,2,2,,N,A,,,1350,1350
TB529G,1,2,,,V,139,,740,740
TB040X,1,2,,,V,151,,745,
SP698N,2,2,,,A,141,,695,
SZ315N,2,2,,,A,154,,970,
TD205B,2,2,,,A,170,,1755,1755
TD609G,2,2,,,A,146,,970,
TB325V,2,2,,,A,150,,950,950
37WSSF,3,3,,N,A,,,1200,1200
SN249V,2,2,,,A,152,,860,860
TD818J,2,2,,,A,150,,1020,
TB686J,1,2,,,V,156,,985,985
SX295V,2,2,,,A,150,,880,880
SN930P,2,2,,,A,142,,720,
TD990J,2,2,,,A,141,,640,
SZ114Z,1,2,,,V,156,,1045,1045
TB068J,2,2,,,A,156,,980,980
TB589K,2,2,,,A,156,,980,980
SZ325N,1,2,,,V,148,,905,
50BKT3,3,3,J,N,A,,G,11500,11500
10WSSG,1,1,,N,A,,,1350,1350
TB360Z,2,2,,,A,151,,1170,1170
TD773F,2,2,,,A,156,,980,980
V845PV,2,2,,,A,179,,2100,2100
SZ971J,1,2,,,V,147,,900,900
SZ570G,1,2,,,V,166,,1420,1420
SX572S,1,2,,,V,150,,940,940
SZ275L,2,2,,,A,158,,1155,1155
RZ419S,2,2,,,A,156,,950,
V784PX,1,2,,,V,105,,1100,1100
V112PV,1,2,,N,V,175,,1650,1650
SZ290R,1,2,,,V,160,,1280,1280
SX706J,2,2,,,A,151,,910,910
TB447X,1,2,,,V,151,,1030,
TD213F,1,2,,,V,141,,770,
SZ861R,2,2,,,A,150,,850,850
OR37JV,1,3,,J,A,,,10000,10000
SH952J,1,2,,,V,157,,935,
V545RB,1,2,,,V,181,,1630,1630
SZ189X,2,2,,,A,140,,720,720
86HKN3,2,2,,,A,155,,1211,
TD908J,1,2,,,V,158,,1080,
SZ429X,1,2,,,V,140,,740,740
TD738B,2,2,,,A,153,,930,930
TD209K,1,2,,,V,152,,1180,
OR38GY,3,3,,N,A,,,9000,9000
TB358F,1,2,,,V,148,,920,920
92FVFX,1,2,,,,150,,830,830
TD247B,1,2,,,V,152,,740,740
SZ709V,2,2,,,A,148,,770,770
V870NV,2,2,,,A,163,,1720,1720
V683PV,2,2,,N,A,151,,1120,1120
TD066B,1,2,,,V,151,,920,920
SZ588N,2,2,,,A,158,,1050,1050
SL038D,2,2,,,A,152,,880,
TB768H,1,2,,,V,153,,887,887
SZ502H,2,2,,,A,155,,970,970
SK821V,1,2,,,V,158,,1130,
TD009K,1,2,,,V,149,,895,
56BLD2,1,2,N,N,V,,,3800,3800
TB340Z,1,2,,,V,149,,895,895
SX844X,1,2,,,V,142,,695,
60BLD3,2,2,J,N,A,,G,11500,11500
SX991L,1,2,,,V,148,,895,895
52WSNF,1,2,,N,A,,,1000,1000
SX632G,1,2,,,V,149,,935,935
SZ342V,2,2,,,A,158,,1080,1080
RJ636D,2,2,,,A,157,,1070,1070
V190RD,2,2,,N,A,152,,2300,2300
TB615L,2,2,,,A,156,,1100,1100
84WSSN,2,2,,N,A,,,1350,1350
SX881G,1,2,,,V,150,,830,830
TB023L,1,2,,,V,165,,1190,1190
TB140F,1,2,,,V,141,,710,710
TB692D,1,2,,,V,141,,710,710
SZ575S,1,2,,,V,148,,900,
V457RB,1,2,,,V,175,,1700,1700
TB931N,2,2,,,A,152,,890,
OR38KD,3,3,,N,A,,,9000,9000
ST892H,2,2,,,A,145,,825,825
SZ188S,2,2,,,A,150,,940,940
TB909B,2,2,,,A,152,,851,851
OR56KG,1,3,,N,A,,,9000,9000
SL050Z,1,2,,,V,155,,945,945
SX575B,1,2,,,V,154,,895,895
OR10KK,3,3,,N,A,,,9000,9000
SV058P,1,2,,,V,163,,1300,1300
TD669G,2,2,,,A,152,,1010,
OR65FG,1,3,,J,A,,,9000,9000
TB673N,1,2,,,V,153,,920,920
62VGBJ,1,2,,N,V,164,,1633,
TB796X,1,2,,,V,156,,970,970
SV764X,1,2,,,V,141,,770,
68WSRF,2,2,,N,A,,,1350,1350
TD098K,1,2,,,V,151,,920,
SZ790Z,2,2,,,A,153,,1125,
SZ989X,2,2,,,A,159,,1100,1100
TD074B,2,2,,,A,148,,790,790
TD869B,1,2,,,V,163,,1160,
TD004K,1,2,,,V,160,,1234,
SL854Z,1,2,,,V,163,,1540,1540
TB395G,1,2,,,V,154,,905,905
TB666D,2,2,,,A,141,,650,650
SZ503V,1,2,,,V,157,,1010,1010
TD460G,1,2,,,V,149,,835,
TB251K,1,2,,,V,151,,920,920
V768PX,1,2,,N,V,175,,1850,1850
TD539B,2,2,,,A,142,,710,710
14BNHF,1,2,,N,V,172,,1750,
TD511B,2,2,,,A,154,,995,995
TD485G,1,2,,,V,148,,1085,
TD542B,1,2,,,V,141,,740,740
SZ277L,2,2,,,A,157,,1090,1090
OR35KD,3,3,,N,A,,,9000,9000
OR68KH,3,3,,J,A,,,9000,9000
TB971N,1,2,,,V,154,,1100,
TD755D,2,2,,,A,146,,825,825
V108PZ,1,2,,,V,154,,1150,1150
TD121G,1,2,,,V,150,,900,900
TB894H,1,2,,,V,162,,1050,1050
TD075K,1,2,,,V,154,,1240,
RF841N,1,2,,,V,153,,950,
RX780F,2,2,,,A,151,,910,
SZ259H,1,2,,,V,157,,755,755
TB530G,1,2,,,V,139,,740,740
ST208G,2,2,,,A,152,,1020,
SK869X,1,2,,,V,158,,1270,1270
OR06JT,2,3,,N,A,,,9000,9000
V739PT,2,2,,N,A,156,,1040,1040
TD631F,1,2,,,V,142,,700,700
TB961J,1,2,,,V,153,,960,960
V333PX,1,2,,,V,163,,1500,1500
TB630P,1,2,,,V,150,,820,820
SZ681S,2,2,,,A,158,,770,
TD175B,2,2,,,A,161,,1200,1200
OR39KD,1,3,,N,A,,,9000,9000
SX078F,1,2,,,V,150,,859,859
SV022P,2,2,,,A,151,,910,
TB915N,2,2,,,A,158,,770,
V044PZ,2,2,,,A,163,,1650,1650
V111PJ,2,2,,,A,163,,1550,1550
TB326V,1,2,,,V,153,,900,900
TB003Z,1,2,,,V,158,,1010,1010
SZ856N,1,2,,,V,158,,1070,1070
SX968R,1,2,,,V,163,,1140,1140
RN812S,1,2,,,V,159,,1060,
SZ343X,1,2,,,V,167,,1280,1280
SJ047B,1,2,,,V,155,,870,870
SX172T,1,2,,,V,146,,830,
V868NV,1,2,,,V,162,,1710,1710
RX423S,2,2,,,A,154,,990,990
SZ482V,2,2,,,A,157,,970,970
OR50KG,2,3,,N,A,,,9000,9000
SN955V,2,2,,,A,151,,885,
V873NV,2,2,,,A,163,,1720,1720
SX207B,2,2,,,A,153,,930,930
SX473X,2,2,,,A,156,,1035,1035
TB689N,2,2,,,A,167,,1455,1455
SZ699H,1,2,,,V,163,,1320,1320
TD544G,1,2,,,V,155,,1060,
SX492F,2,2,,,A,142,,695,695
70WSPZ,1,2,,N,A,,,1200,1200
TB257G,1,2,,,V,155,,975,975
SZ671V,2,2,,,A,156,,1080,1080
SX428H,1,2,,,V,155,,870,
TB458B,2,2,,,A,147,,795,795
SX795K,1,2,,,V,146,,770,
V265PX,2,2,,,A,163,,1550,1550
21WSPN,1,2,,N,A,,,1500,1500
OP07LX,3,3,,N,A,,,9000,9000
SR492H,1,2,,,V,151,,850,
75BLD1,1,3,N,N,V,,,8000,8000
SZ642F,2,2,,,A,156,,970,970
SZ874R,1,2,,,V,139,,740,740
TD535B,1,2,,,V,141,,740,740
TB445G,2,2,,,A,164,,1370,1370
V178PX,1,2,,,V,173,,1750,1750
SH164R,1,2,,,V,162,,1300,1300
ST386T,1,2,,,V,152,,1090,
SZ258X,1,2,,,V,152,,945,945
TD675G,1,2,,,V,153,,860,
OR16KK,3,3,,N,A,,,9000,9000
TD027K,1,2,,,V,150,,780,
SZ745J,2,2,,,A,152,,851,851
TD026J,2,2,,,A,155,,1410,
59BLB9,2,2,J,N,A,,G,5600,5600
TB738L,2,2,,,A,154,,870,870
TD609H,1,2,,,V,161,,1185,1185
V375PZ,1,2,,,V,105,,1100,1100
TB300D,2,2,,,A,155,,945,945
TB406R,2,2,,,A,163,,1330,1330
TB749S,2,2,,,A,141,,720,720
OR82KK,2,2,,N,A,,,10000,10000
SZ982T,1,2,,,V,164,,1230,1230
V778PX,1,2,,,V,105,,1100,1100
TB201X,1,2,,,V,155,,1010,
TB574D,1,2,,,V,158,,1070,1070
OR52KJ,1,3,,N,A,,,9000,9000
SZ541V,2,2,,,A,152,,970,970
SX089H,2,2,,,A,147,,730,
OR32KK,3,3,,N,A,,,9000,9000
TD982D,1,2,,,V,150,,859,859
SX465F,1,2,,,V,147,,900,900
TB266X,2,2,,,A,151,,860,
V876PS,2,2,,,A,150,,1230,1230
SZ185T,2,2,,,A,159,,950,950
V447PH,1,2,,N,V,171,,1769,1769
SV157V,1,2,,,V,153,,961,961
TB866R,1,2,,,V,150,,970,970
06BLB8,2,2,J,N,A,,G,11500,11500
SX522L,2,2,,,A,142,,695,695
36BLB6,3,3,J,N,A,180,G,11500,12000
TD559B,1,2,,,V,162,,1140,1140
SZ896F,1,2,,,V,158,,1010,1010
SZ716Z,2,2,,,A,163,,1145,1145
94WSSL,1,2,,N,A,,,1750,1750
SR631K,2,2,,,A,140,,720,720
SX884T,2,2,,,A,151,,860,
SZ380V,1,2,,,V,141,,710,710
TB702N,1,2,,,V,164,,1270,1270
SR098H,2,2,,,A,160,,1080,
54WSST,1,2,,N,A,,,1000,1000
SK822D,1,2,,,V,155,,1010,1010
TB193V,2,2,,,A,152,,970,970
TD546B,2,2,,,A,142,,710,710
SZ229X,1,2,,,V,157,,1060,1060
SZ157S,2,2,,,A,148,,800,800
SZ253T,2,2,,,A,151,,910,910
SX256P,1,2,,,V,163,,1300,
50WSSJ,1,1,,N,A,,,1300,1300
TD617F,2,2,,,A,141,,695,
16WSPB,3,3,,N,A,,,1350,1350
63WPBP,1,2,,N,A,,,1000,1000
TD888J,1,2,,,V,151,,1030,
SZ213J,1,2,,,V,143,,700,
V788RB,2,2,,,A,153,,1070,1070
V498PS,2,2,,N,A,,,2800,3100
SX290V,1,2,,,V,156,,1020,1020
NN745L,2,2,,,A,147,,830,
23WSSL,1,2,,N,A,,,1000,1000
V544RD,2,2,,N,A,163,,1550,1550
OR71KH,3,3,,J,A,,,9000,9000
OR57KG,3,3,,N,A,,,9000,9000
SZ271L,2,2,,,A,156,,1090,1090
SZ266V,2,2,,,A,156,,1080,1080
TB317L,1,2,,,V,155,,870,870
TB396X,1,2,,,V,142,,695,
SR126X,2,2,,,A,156,,1080,1080
52WSSL,1,1,,N,A,,,1600,1600
SV419F,1,2,,,V,183,,1850,
SZ881R,2,2,,,A,140,,720,720
TB033Z,1,2,,,V,150,,850,850
TB153B,2,2,,,A,155,,1000,
TB064K,1,2,,,V,158,,1080,1080
TD238B,2,2,,,A,141,,720,720
ST732V,1,2,,,V,158,,1110,1110
V959PG,1,2,,,V,151,,1050,1050
TB164D,1,2,,,V,155,,960,960
TD450F,1,2,,,V,100,,685,
32WSSR,1,2,,N,A,,,1300,1300
RJ019H,2,2,,,A,154,,995,
V867NV,2,2,,,A,163,,1720,1720
88GBB9,2,2,,,,152,,1110,1110
RP260J,2,2,,,A,155,,1160,1160
OR37JV,3,3,,N,A,,,10000,10000
58WSSG,1,2,,N,A,,,1750,1750
TB260G,2,2,,,A,159,,1100,1100
SL770H,2,2,,,A,156,,970,970
RZ730H,2,2,,,A,160,,1120,1120
SZ230Z,1,2,,,V,162,,1190,1190
RZ772G,2,2,,,A,157,,1350,
RK190N,2,2,,,A,154,,995,
TB819R,1,2,,,V,159,,1060,1060
SX878N,1,2,,,V,144,,810,810
SJ098V,2,2,,,A,152,,850,850
SZ213F,2,2,,,A,141,,695,
TD269K,2,2,,,A,150,,705,
TD730G,1,2,,,V,157,,1420,
SZ997L,1,2,,,V,153,,880,
SX200F,2,2,,,A,151,,852,852
SZ338V,2,2,,,A,148,,830,830
TD293D,2,2,,,A,157,,920,
SZ113P,2,2,,,A,159,,1310,1310
SZ274Z,2,2,,,A,149,,860,860
SX704J,1,2,,,V,154,,1040,1040
TD053F,2,2,,,A,164,,1550,
TB956K,2,2,,,A,152,,760,760
TD810J,1,2,,,V,157,,1065,
SZ921Z,2,2,,,A,152,,870,
ST909Z,2,2,,,A,153,,930,930
SV072N,2,2,,,A,151,,1100,
TD296K,2,2,,,A,148,,800,
SV614T,1,2,,,V,142,,695,
TB021Z,2,2,,,A,152,,851,851
TD622F,1,2,,,,147,,900,900
74WSSV,1,1,,N,A,,,1250,1250
OR61KJ,1,3,,N,A,,,10000,10000
SZ552V,1,2,,,V,157,,990,990
SZ695D,1,2,,,V,161,,1280,1280
RS879F,1,2,,,V,161,,1200,
TB210V,2,2,,,A,154,,935,935
SV607G,1,2,,,V,152,,1020,1020
TD559B,2,2,,,A,164,,1370,1370
TD878J,2,2,,,A,147,,730,
V018PZ,2,2,,,A,163,,1650,1650
RT591S,2,2,,,A,144,,820,820
20WSSR,2,3,,N,A,,,1150,1150
TB827S,1,2,,,V,163,,1160,1160
SV798J,2,2,,,A,160,,1175,1175
SR456N,1,2,,,V,171,,1470,1470
OR93HV,1,3,,J,A,,,9000,9000
58WRXV,2,2,,N,A,,,1250,1250
SB675P,1,2,,,V,144,,855,
91WFLG,2,2,,N,A,,,1250,
TB665D,2,2,,,A,141,,650,650
SK762P,2,2,,,A,155,,930,930
TB689Z,1,2,,,V,155,,1050,1050
SX038S,1,2,,,V,152,,740,740
43BLB9,2,2,J,N,A,,G,8480,8480
OR96JX,2,3,,N,A,,,9000,9000
SZ102P,2,2,,,A,161,,1340,1340
SJ847G,2,2,,,A,154,,1110,1110
SX306V,1,2,,,V,150,,870,870
TB487G,2,2,,,A,150,,760,760
TB199R,1,2,,,V,155,,975,975
TB858H,1,2,,,V,153,,887,887
TD911J,2,2,,,A,168,,1450,
64BLB7,2,3,J,N,A,,G,11500,11500
01BLB8,1,2,N,N,V,,,3100,3100
TB620T,2,2,,,A,158,,970,970
TB978K,1,2,,,V,142,,700,700
PR757N,1,2,,,V,155,,1010,
RS813V,1,2,,,V,156,,970,970
OR07KK,2,3,,N,A,,,9000,9000
TB646R,2,2,,,A,161,,1285,1285
47KVJ6,2,2,,,,156,,1410,1410
SZ851R,1,2,,,V,156,,1090,1090
67WSLF,1,2,,N,A,,,1750,1750
V788RB,1,2,,,V,152,,1080,1080
SZ314K,1,2,,,V,154,,920,920
13WSRP,2,2,,N,A,,,1350,1350
KK25XP,2,2,,,A,123,,,
TB300D,1,2,,,V,157,,995,995
V124PZ,1,2,,,V,162,,1600,1600
SZ752K,1,2,,,V,148,,920,920
TB014L,1,2,,,V,155,,1070,1070
SX493K,1,2,,,V,149,,970,970
TB720L,1,2,,,V,139,,740,740
SV825X,2,2,,,A,147,,825,
TD535G,1,2,,,V,143,,695,
OR31HT,3,3,,N,A,,,9000,9000
TD557H,1,2,,,V,162,,1140,1140
SX728J,2,2,,,A,151,,910,910
TB015Z,2,2,,,A,152,,867,867
TB488G,1,2,,,V,150,,900,900
SL266Z,1,2,,,V,157,,1150,1150
SP555L,2,2,,,A,146,,770,770
46BLB9,1,5,N,N,V,,,10000,10000
TB509X,2,2,,,A,141,,640,
SZ647K,1,2,,,V,159,,1100,1100
V056RB,1,2,,N,V,175,,1850,1850
SZ135R,2,2,,,A,161,,1050,1050
SX286V,1,2,,,V,153,,955,955
TD988G,1,2,,,V,166,,1406,
SP303J,1,2,,,V,156,,965,965
TD043K,1,2,,,V,162,,1350,
TB900B,2,2,,,A,160,,1294,1294
SX312X,2,2,,,A,162,,1150,1150
SZ573V,1,2,,,V,157,,950,950
TD107K,1,2,,,V,168,,1550,
RZ685R,2,2,,,A,152,,840,840
TB181K,1,2,,,V,156,,935,935
DH1863,2,2,,,A,140,,,
TB829D,2,2,,,A,152,,980,980
SF664B,2,2,,,A,145,,745,
TB380Z,1,2,,,V,155,,940,940
77WSSJ,3,3,,N,A,,,10000,10000
TB663B,1,2,,,V,150,,805,805
TB321J,2,2,,,A,157,,1075,1075
V588RB,1,2,,N,V,175,,1850,1850
V579RB,1,2,,N,V,167,,1550,1550
SJ087F,1,2,,,V,157,,1005,1005
SZ253T,1,2,,,V,154,,1040,1040
V799PP,2,2,,N,A,163,,1650,1650
TB904B,2,2,,,A,160,,1294,1294
V420PK,2,2,,,A,163,,1650,1650
TB084G,1,2,,,V,161,,1075,1075
SZ771Z,1,2,,,V,142,,695,
TD989G,2,2,,,A,152,,1220,
TB624H,1,2,,,V,155,,1075,1075
V244PK,2,2,,N,A,174,,2250,2250
TB251X,1,2,,,V,154,,980,
RS041S,2,2,,,A,157,,1090,
SX418N,2,2,,,A,152,,851,851
TB252X,1,2,,,V,159,,1205,
SP303J,2,2,,,A,156,,970,970
TD175K,1,2,,,V,148,,855,
SX290P,2,2,,,A,159,,1310,
40WSSL,1,2,,N,A,,,1200,1200
SZ705B,1,2,,,V,143,,695,695
TB760G,1,2,,,V,156,,1095,1095
OR54JY,3,3,,N,A,,,9000,9000
35BLB6,2,3,N,J,A,204,,5200,5500
TB328R,1,2,,,V,141,,855,855
TB967K,1,2,,,V,142,,700,700
TB103F,1,2,,,V,157,,1070,1070
SX965H,2,2,,,A,152,,867,867
V798PV,1,2,,,V,154,,1075,1075
V458RB,2,2,,,A,173,,1900,1900
TB822S,1,2,,,V,159,,1200,1200
TD825G,1,2,,,V,150,,745,
SZ879F,1,2,,,V,150,,795,795
TB195X,1,2,,,V,143,,830,
TD250D,2,2,,,A,155,,1100,
V365PZ,2,2,,,A,105,,1200,1200
SZ745J,1,2,,,V,153,,887,887
TB590N,2,2,,,A,148,,870,870
V847KX,1,2,J,,V,154,,1075,1075
TB032Z,1,2,,,V,150,,850,850
TB834D,1,2,,,V,154,,1030,1030
SX469F,2,2,,,A,142,,695,695
90WRPN,2,2,,N,A,,,1350,1350
TB068K,1,2,,,V,150,,970,970
V868PT,2,2,,,A,163,,1650,1650
ST511S,2,2,,,A,149,,815,815
SH115J,1,2,,,V,156,,970,970
47BLB9,1,4,N,N,V,,,10000,10000
TB959K,1,2,,,V,142,,700,700
SK685L,2,2,,,A,157,,1055,1055
TB204T,1,2,,,V,161,,1105,1105
TB287D,2,2,,,A,155,,975,975
SZ182Z,1,2,,,V,162,,1140,1140
TB927J,2,2,,,A,145,,800,800
SV577J,2,2,,,A,147,,825,825
ST158H,2,2,,,A,158,,1080,1080
V867RB,1,2,,,V,174,,1900,1900
31WSSV,2,2,,N,A,,,1000,1000
OR66KG,3,3,,N,A,,,9000,9000
SV669B,2,2,,,A,157,,910,
SN890H,1,2,,,V,142,,695,
V360PZ,2,2,,N,A,154,,2600,2600
V853NF,2,2,,N,A,174,,2250,2250
SH085T,1,2,,,V,147,,850,
WS38YK,1,2,,N,A,,,1000,1000
OR12KK,1,3,,N,A,,,9000,9000
OR31HT,2,3,,N,A,,,9000,9000
SZ393H,2,2,,,A,159,,1270,1270
TD172K,1,2,,,V,153,,925,
TD778G,1,2,,,V,153,,900,
SX936T,2,2,,,A,157,,910,910
SR806X,2,2,,,A,152,,1100,1100
TD549B,2,2,,,A,159,,1100,1100
SZ256L,1,2,,,V,155,,1070,1070
TD281K,1,2,,,V,181,,2100,
25BLB9,3,3,J,N,A,,A,10500,10500
SZ857F,1,2,,,V,156,,1040,1040
OR48KG,1,3,,N,A,,,9000,9000
V085NF,1,2,J,,V,162,,1600,1600
SZ570Z,2,2,,,A,144,,820,820
TD250F,2,2,,,A,163,,1500,
SZ120J,2,2,,,A,157,,920,
TB213X,1,2,,,V,154,,930,
TD730G,2,2,,,A,156,,1430,
TB539G,1,2,,,V,157,,1060,1060
V216PR,1,2,,,V,177,,1800,1800
TB588X,1,2,,,V,162,,1120,
TB819R,2,2,,,A,158,,1070,1070
RB546R,1,2,,,V,147,,1000,
TB758S,1,2,,,V,142,,700,700
V546PT,2,2,,,A,163,,1550,1550
SZ296B,2,2,,,A,153,,930,930
SX860S,1,2,,,V,154,,1220,
OR57KH,2,3,,N,A,,,9000,9000
V616PX,2,2,,,A,174,,1575,1575
OR06KK,1,3,,N,A,,,9000,9000
SH164R,2,2,,,A,163,,1145,1145
V051RD,2,2,,N,A,162,,1850,1850
TB589K,1,2,,,V,157,,1050,1050
TB155Z,2,2,,,A,152,,851,851
TB088T,1,2,,,V,140,,740,740
TB634H,2,2,,,A,159,,1090,1090
TB013T,2,2,,,A,141,,720,720
V880PH,1,2,,N,V,175,,1850,1850
TB114N,2,2,,,A,141,,650,650
V035PV,1,2,,N,V,175,,1850,1850
98BLD1,2,2,J,N,A,,G,8100,8100
SX564K,1,2,,,V,146,,770,
RT678X,1,2,,,V,145,,870,
RH476V,1,2,,,V,155,,1060,
TD210F,2,2,,,A,156,,1150,1150
10WSTB,1,1,,N,A,,,1900,1900
99WSSX,1,2,,N,A,,,10000,10000
SX849K,1,2,,,V,155,,1050,
SZ481V,2,2,,,A,156,,1130,1130
TD226K,1,2,,,V,151,,850,
V056RB,2,2,,N,A,173,,2100,2100
TB793D,2,2,,,A,161,,1260,1260
TB911N,2,2,,,A,140,,650,
SZ482H,2,2,,,A,157,,960,960
OR82FG,2,3,,N,A,,,9000,9000
TB158K,1,2,,,V,146,,850,850
TD662B,1,2,,,V,166,,1290,1290
TD072B,2,2,,,A,149,,875,875
TB379G,1,2,,,V,157,,755,755
V200PZ,2,2,,N,A,164,,1680,1680
78WSFZ,1,2,,N,A,,,1500,1500
V722PR,2,2,,N,A,179,,2400,2400
TB669Z,1,2,,,V,143,,695,695
SX172T,2,2,,,A,146,,770,
SZ945T,2,2,,,A,156,,920,920
TB104F,2,2,,,A,157,,1110,1110
SZ721H,2,2,,,A,158,,955,955
TD707D,2,2,,,A,161,,1210,1210
TB153K,2,2,,,A,141,,650,650
TB552Z,1,2,,,V,146,,930,930
TB131N,1,2,,,V,141,,740,740
TD089D,1,2,,,V,156,,945,
OR11KK,2,3,,N,A,,,9000,9000
V102PD,1,2,,N,V,151,,1090,1090
36NXPK,2,2,,,,151,,1000,1000
OR66KH,1,3,,N,A,,,9000,9000
25BLB9,2,3,J,N,A,,A,10500,10500
SX289V,1,2,,,V,156,,1020,1020
90WSSK,2,3,,N,A,,,1800,1800
V340PT,2,2,,,A,153,,1450,1450
SX419N,1,2,,,V,153,,887,887
TD977G,2,2,,,A,165,,1345,
TB710L,1,2,,,V,139,,740,740
SZ375N,1,2,,,V,146,,690,690
TB509B,2,2,,,A,154,,1065,1065
2SHN42,1,2,,,V,156,,885,
SF095X,1,2,,,V,147,,870,870
SZ888R,1,2,,,V,139,,740,740
TB254P,1,2,,,V,149,,850,
SR749D,1,2,,,V,154,,1050,
SX287J,1,2,,,V,150,,840,840
TD845G,2,2,,,A,159,,1050,
SZ615V,1,2,,,V,162,,1610,1610
TB793D,1,2,,,V,161,,1125,1125
V837PX,2,2,,N,A,152,,2300,2300
SX206J,2,2,,,A,156,,970,970
SX135J,2,2,,,A,179,,2000,2000
SZ040Z,1,2,,,V,158,,1100,1100
RT678X,2,2,,,A,146,,730,
SZ538B,2,2,,,A,148,,800,800
SZ661F,2,2,,,A,152,,765,765
TD084B,2,2,,,A,148,,790,790
V589PB,1,2,,N,V,162,,1585,1585
TB982X,2,2,,,A,157,,960,960
TD743G,1,2,,,V,149,,1060,
TB491J,1,2,,,V,150,,840,840
OR13KB,2,3,,N,A,,,9000,9000
45WSSH,3,3,,N,A,,,9000,9000
SZ068P,1,2,,,V,149,,800,800
SZ844L,2,2,,,A,159,,1090,
V867RB,2,2,,,A,170,,2240,2240
TB065K,2,2,,,A,157,,1120,1120
RV943F,1,2,,,V,147,,870,
TD924G,1,2,,,V,141,,770,
TB522G,1,2,,,V,139,,740,740
TB344L,2,2,,,A,142,,710,710
SZ701D,2,2,,,A,152,,840,840
SZ754H,1,2,,,V,157,,755,755
SZ564T,2,2,,,A,152,,851,851
SZ926P,2,2,,,A,153,,910,910
TB040X,2,2,,,A,147,,755,
TB091F,1,2,,,V,150,,970,970
SZ430V,1,2,,,V,154,,970,970
TB856D,1,2,,,V,153,,920,920
TD560G,1,2,,,V,143,,730,
SZ582Z,2,2,,,A,141,,650,650
TB214X,1,2,,,V,144,,930,
TD137K,1,2,,,V,158,,1200,
52WSSB,1,1,,N,A,,,1500,1500
TB774F,1,2,,,V,146,,690,690
SX468F,2,2,,,A,142,,695,695
TB702D,1,2,,,V,141,,710,710
TB420G,2,2,,,A,163,,1430,1430
SZ003T,2,2,,,A,140,,650,
TB404Z,2,2,,,A,155,,1120,1120
RV629X,1,2,,,V,162,,1230,
SV525V,2,2,,,A,155,,1020,1020
RZ132D,1,2,,,V,155,,990,
TB063Z,2,2,,,A,151,,852,852
TD603D,1,2,,,V,180,,2100,
V564PX,2,2,,,A,153,,1140,1140
SZ683R,1,2,,,V,161,,1055,1055
SR630K,2,2,,,A,140,,720,720
SZ437Z,2,2,,,A,158,,1055,1055
TB887H,2,2,,,A,162,,1010,1010
TB029P,1,2,,,V,141,,770,
SZ182Z,2,2,,,A,164,,1370,1370
V944PZ,1,2,,,V,173,,1625,1625
SX499V,1,2,,,V,147,,900,900
TB626G,2,2,,,A,152,,860,860
V984PN,2,2,,N,A,163,,1650,1650
SZ077L,1,2,,,V,147,,860,860
TD074B,1,2,,,V,148,,900,900
37WSSF,2,3,,N,A,,,1150,1150
OR69KG,2,3,,N,A,,,9000,9000
TB341L,2,2,,,A,142,,710,710
TD897G,1,2,,,V,158,,1045,
TB393P,2,2,,,A,156,,1195,
TD534B,2,2,,,A,149,,880,880
SZ230X,1,2,,,V,157,,1060,1060
TB078B,2,2,,,A,164,,1335,
TB264T,1,2,,,V,150,,940,940
TD936J,1,2,,,V,154,,930,
TB336D,2,2,,,A,155,,945,945
SZ538B,1,2,,,V,150,,860,860
